Player,Pos,Age,Tm,G,MP,FG%,AvgDistance,2PAr,0-3Ar,3-10Ar,10-16Ar,16-3PAr,3PAr,2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P_Assisted,3P_Assisted,DunksAr,Dunks,3PCornerAr,3PCorner%,HeavesAttempted,Heaves
Andrew Gaze,SG,33,SAS,19,58,.320,21.5,.360,.040,.040,.000,.280,.640,.333,1.000,1.000,,.143,.313,.333,1.000,.000,0,.125,1.000,0,0
Matt Geiger,C,29,PHI,50,1540,.479,9.2,.991,.288,.263,.315,.124,.009,.482,.669,.404,.417,.377,.200,.649,1.000,.061,32,.000,,1,0
Kendall Gill,SF,30,NJN,50,1606,.398,13.4,.971,.293,.076,.150,.452,.029,.406,.569,.200,.247,.388,.118,.641,1.000,.051,28,.176,.333,0,0
Armen Gilliam,PF,34,MIL,34,668,.453,8.5,.996,.193,.484,.238,.081,.004,.455,.488,.454,.453,.389,.000,.584,,.018,4,.000,,0,0
Brian Grant,PF,26,POR,48,1525,.479,8.2,1.000,.458,.306,.071,.165,.000,.479,.674,.299,.333,.333,,.678,,.118,41,,,0,0
Gary Grant,PG,33,POR,2,7,.000,19.0,1.000,.000,.000,.000,1.000,.000,.000,,,,.000,,,,.000,0,,,0,0
Harvey Grant,PF,33,PHI,47,798,.369,14.9,.964,.083,.125,.202,.554,.036,.377,.857,.476,.324,.301,.167,.721,1.000,.018,3,.167,.000,0,0
Horace Grant,PF,33,ORL,50,1660,.434,14.4,.996,.160,.107,.125,.603,.004,.436,.658,.245,.193,.462,.000,.854,,.009,3,.000,,1,0
Paul Grant,C,25,TOT,6,13,.333,7.9,1.000,.167,.333,.500,.000,.000,.333,1.000,.500,.000,,,.500,,.000,0,,,0,0
Paul Grant,C,25,MIN,4,8,.250,8.5,1.000,.000,.500,.500,.000,.000,.250,,.500,.000,,,.000,,.000,0,,,0,0
Paul Grant,C,25,MIL,2,5,.500,6.6,1.000,.500,.000,.500,.000,.000,.500,1.000,,.000,,,1.000,,.000,0,,,0,0
Ed Gray,SG,23,ATL,30,337,.291,14.4,.769,.258,.104,.181,.225,.231,.293,.511,.158,.242,.146,.286,.390,.750,.011,2,.024,.000,0,0
A.C. Green,PF,35,DAL,50,924,.422,13.6,.969,.246,.086,.176,.461,.031,.435,.524,.500,.244,.449,.000,.806,,.016,3,.125,.000,1,0
Litterial Green,PG,28,CLE,1,2,.000,14.0,1.000,.000,.000,1.000,.000,.000,.000,,,.000,,,,,.000,0,,,0,0
Tom Gugliotta,PF,29,PHO,43,1563,.483,10.6,.988,.323,.190,.234,.241,.012,.486,.649,.394,.343,.478,.286,.716,1.000,.065,33,.143,1.000,2,0
Tom Hammonds,PF,31,MIN,49,716,.458,8.0,1.000,.369,.402,.151,.078,.000,.458,.591,.389,.407,.286,,.683,,.084,14,,,0,0
Anfernee Hardaway,SG,27,ORL,50,1944,.420,13.2,.805,.301,.163,.117,.223,.195,.452,.639,.342,.310,.356,.286,.464,.800,.035,23,.114,.500,3,0
Tim Hardaway*,PG,32,MIA,48,1772,.400,18.0,.586,.150,.098,.072,.267,.414,.429,.558,.351,.315,.413,.360,.228,.518,.000,0,.039,.333,2,0
Derek Harper,PG,37,LAL,45,1120,.412,17.9,.598,.203,.031,.076,.289,.402,.443,.593,.333,.409,.357,.368,.481,.884,.000,0,.179,.333,0,0
Ron Harper,SG,35,CHI,35,1107,.377,13.4,.782,.297,.164,.174,.146,.218,.393,.457,.359,.338,.368,.318,.617,.963,.013,5,.365,.290,0,0
Matt Harpring,SF,22,ORL,50,1114,.463,11.3,.922,.350,.159,.163,.250,.078,.468,.688,.255,.365,.363,.400,.667,1.000,.019,6,.080,.500,0,0
Al Harrington,PF,18,IND,21,160,.321,9.7,.911,.339,.304,.232,.036,.089,.353,.474,.294,.154,1.000,.000,.444,,.054,3,.200,.000,0,0
Othella Harrington,PF,25,HOU,41,903,.513,7.2,1.000,.359,.438,.151,.053,.000,.513,.716,.451,.304,.250,,.577,,.049,15,,,0,0
Lucious Harris,SG,28,NJN,36,602,.403,17.1,.724,.199,.050,.066,.409,.276,.473,.583,.444,.250,.459,.220,.694,1.000,.011,2,.320,.125,0,0
Hersey Hawkins,SG,32,SEA,50,1644,.419,16.7,.559,.125,.181,.083,.169,.441,.509,.725,.500,.441,.391,.306,.552,.982,.000,0,.244,.250,0,0
Michael Hawkins,PG,26,SAC,24,203,.350,18.2,.525,.200,.050,.075,.200,.475,.429,.750,.000,.333,.250,.263,.444,1.000,.000,0,.211,.250,0,0
Alan Henderson,SF,26,ATL,38,1142,.442,8.6,.998,.343,.324,.251,.080,.002,.443,.628,.365,.321,.353,.000,.545,,.045,17,.000,,0,0
Cedric Henderson,SF,23,CLE,50,1517,.417,10.4,.974,.336,.139,.241,.258,.026,.424,.618,.270,.303,.368,.167,.749,1.000,.066,27,.333,.000,1,1
J.R. Henderson,SF,22,VAN,30,331,.365,8.9,.948,.490,.292,.073,.094,.052,.363,.468,.214,.286,.333,.400,.576,1.000,.073,7,.000,,0,0
Mark Hendrickson,PF,24,NJN,22,399,.443,13.1,.989,.330,.080,.045,.523,.011,.448,.517,.143,.000,.478,.000,.897,,.034,3,1.000,.000,0,0
Steve Henson,PG,30,DET,4,25,.500,16.0,1.000,.000,.000,.500,.500,.000,.500,,,.000,1.000,,1.000,,.000,0,,,0,0
Carl Herrera,PF,32,TOT,28,307,.395,10.4,.987,.158,.329,.329,.171,.013,.400,.750,.200,.360,.538,.000,.767,,.000,0,.000,,0,0
Carl Herrera,PF,32,VAN,4,42,.231,8.5,1.000,.154,.385,.462,.000,.000,.231,.500,.200,.167,,,1.000,,.000,0,,,0,0
Carl Herrera,PF,32,DEN,24,265,.429,10.7,.984,.159,.317,.302,.206,.016,.435,.800,.200,.421,.538,.000,.741,,.000,0,.000,,0,0
Grant Hill*,SF,26,DET,50,1852,.479,10.8,.983,.325,.146,.281,.231,.017,.487,.632,.385,.444,.400,.000,.359,,.050,38,.071,.000,2,0
Tyrone Hill,PF,30,TOT,38,1104,.455,7.3,1.000,.459,.336,.153,.052,.000,.455,.602,.344,.317,.286,,.541,,.049,13,,,0,0
Tyrone Hill,PF,30,MIL,17,517,.424,8.2,1.000,.492,.322,.144,.042,.000,.424,.517,.342,.294,.400,,.580,,.076,9,,,0,0
Tyrone Hill,PF,30,PHI,21,587,.480,6.5,1.000,.433,.347,.160,.060,.000,.480,.677,.346,.333,.222,,.514,,.027,4,,,0,0
Fred Hoiberg,SG,26,IND,12,87,.286,20.4,.571,.143,.095,.000,.333,.429,.417,.000,1.000,,.429,.111,.800,.000,.000,0,.000,,1,1
Jerald Honeycutt,PF,24,TOT,16,102,.281,19.1,.469,.031,.125,.156,.156,.531,.267,.000,.000,.600,.200,.294,.500,.800,.000,0,.294,.200,0,0
Jerald Honeycutt,PF,24,MIL,3,12,.400,19.2,.400,.000,.000,.400,.000,.600,1.000,,,1.000,,.000,.000,,.000,0,.667,.000,0,0
Jerald Honeycutt,PF,24,PHI,13,90,.259,19.0,.481,.037,.148,.111,.185,.519,.154,.000,.000,.333,.200,.357,1.000,.800,.000,0,.214,.333,0,0
Jeff Hornacek,SG,35,UTA,48,1435,.477,14.7,.820,.183,.165,.134,.339,.180,.489,.659,.392,.400,.480,.420,.722,.882,.000,0,.185,.733,0,0
Robert Horry,PF,28,LAL,38,744,.459,13.6,.692,.370,.123,.075,.123,.308,.465,.630,.389,.273,.167,.444,.723,.750,.158,20,.267,.333,0,0
Allan Houston,SG,27,NYK,50,1815,.418,15.4,.801,.161,.112,.193,.334,.199,.421,.575,.253,.360,.438,.407,.515,.930,.017,12,.179,.240,1,0
Juwan Howard,SF,25,WAS,36,1430,.474,9.8,.995,.197,.267,.392,.141,.005,.476,.681,.366,.422,.553,.000,.689,,.035,19,.000,,1,0
Troy Hudson,PG,22,LAC,25,524,.400,16.9,.687,.273,.093,.080,.240,.313,.437,.561,.214,.167,.472,.319,.156,.867,.007,1,.021,1.000,2,0
Larry Hughes,PG,20,PHI,50,988,.411,11.3,.874,.295,.229,.191,.159,.126,.448,.705,.263,.354,.348,.154,.531,1.000,.101,39,.115,.000,1,0
Lindsey Hunter,PG,28,DET,49,1755,.435,16.5,.708,.164,.088,.174,.282,.292,.456,.500,.326,.396,.507,.386,.456,.898,.010,5,.176,.444,0,0
Zydrunas Ilgauskas,C,23,CLE,5,171,.509,7.4,1.000,.351,.316,.263,.070,.000,.509,.600,.500,.533,.000,,.586,,.088,4,,,0,0
Allen Iverson*,SG,23,PHI,48,1990,.412,13.6,.812,.256,.132,.165,.259,.188,.440,.644,.230,.316,.423,.291,.411,.793,.003,3,.176,.486,0,0
Bobby Jackson,PG,25,MIN,50,941,.405,13.7,.922,.282,.112,.152,.376,.078,.408,.541,.308,.358,.359,.370,.366,.500,.000,0,.074,.000,0,0
Jaren Jackson,SG,31,SAS,47,861,.380,19.6,.482,.088,.032,.077,.285,.518,.401,.520,.222,.227,.432,.361,.727,.906,.004,1,.211,.516,2,0
Jim Jackson,SG,28,POR,49,1175,.411,15.2,.757,.203,.138,.157,.259,.243,.454,.627,.412,.414,.365,.278,.488,.960,.016,6,.411,.297,1,0
Mark Jackson,PG,33,IND,49,1382,.419,12.9,.687,.149,.401,.088,.049,.313,.469,.673,.417,.379,.438,.311,.160,.844,.000,0,.068,.286,1,0
Randell Jackson,PF,23,WAS,27,271,.426,11.0,.935,.250,.204,.185,.296,.065,.446,.778,.318,.300,.344,.143,.489,1.000,.065,6,.429,.333,0,0
Sam Jacobson,PG,23,LAL,2,12,.600,11.8,.800,.400,.200,.000,.200,.200,.750,1.000,.000,,1.000,.000,1.000,,.000,0,.000,,0,0
Jerome James,C,23,SAC,16,42,.375,7.3,1.000,.208,.583,.167,.042,.000,.375,.600,.214,.750,.000,,.222,,.125,2,,,0,0
Antawn Jamison,SF,22,GSW,47,1058,.452,8.3,.975,.315,.411,.147,.102,.025,.456,.669,.401,.276,.275,.300,.554,1.000,.043,17,.300,.000,0,0
Anthony Johnson,PG,24,ATL,49,885,.404,12.9,.916,.213,.173,.253,.276,.084,.417,.542,.333,.421,.371,.263,.314,.800,.022,5,.053,1.000,1,0
Avery Johnson,PG,33,SAS,50,1672,.473,10.2,.974,.375,.204,.100,.295,.026,.483,.578,.426,.370,.441,.083,.355,1.000,.000,0,.500,.167,1,0
Eddie Johnson,SF,39,HOU,3,18,.462,12.9,.923,.231,.077,.231,.385,.077,.500,1.000,.000,.000,.600,.000,1.000,,.000,0,1.000,.000,0,0
Ervin Johnson,C,31,MIL,50,1027,.508,6.8,1.000,.471,.386,.111,.032,.000,.508,.584,.466,.333,.500,,.604,,.106,18,,,0,0
Larry Johnson,PF,29,NYK,49,1639,.459,11.0,.799,.465,.162,.122,.050,.201,.484,.596,.324,.268,.478,.359,.520,1.000,.009,4,.370,.441,1,0
Charles Jones,SG,23,CHI,29,476,.317,18.1,.504,.154,.146,.049,.154,.496,.323,.474,.222,.167,.316,.311,.450,.895,.000,0,.115,.143,0,0
Damon Jones,PG,22,TOT,24,344,.361,19.0,.479,.151,.076,.059,.193,.521,.316,.222,.444,.143,.391,.403,.500,.800,.000,0,.210,.385,0,0
Damon Jones,PG,22,NJN,11,131,.318,21.7,.341,.136,.023,.023,.159,.659,.267,.000,.000,.000,.571,.345,1.000,1.000,.000,0,.207,.333,0,0
Damon Jones,PG,22,BOS,13,213,.387,17.3,.560,.160,.107,.080,.213,.440,.333,.333,.500,.167,.313,.455,.357,.667,.000,0,.212,.429,0,0
Eddie Jones,SF-SG,27,TOT,50,1881,.437,12.8,.761,.350,.114,.153,.145,.239,.468,.615,.309,.330,.384,.338,.575,.917,.067,37,.324,.348,0,0
Eddie Jones,SG,27,LAL,20,724,.423,13.6,.718,.366,.106,.123,.123,.282,.466,.627,.333,.286,.286,.313,.658,1.000,.075,16,.297,.263,0,0
Eddie Jones,SF,27,CHH,30,1157,.446,12.4,.788,.340,.120,.171,.158,.212,.469,.608,.295,.349,.431,.359,.529,.857,.063,21,.346,.407,0,0
Popeye Jones,PF,28,BOS,18,206,.392,7.7,.980,.451,.216,.137,.176,.020,.400,.609,.273,.286,.111,.000,.600,,.000,0,.000,,0,0
Adonis Jordan,PG,28,MIL,4,18,.500,21.8,.500,.000,.000,.000,.500,.500,1.000,,,,1.000,.000,.000,,.000,0,.500,.000,0,0
Reggie Jordan,SG,31,MIN,27,296,.278,8.7,1.000,.704,.204,.074,.019,.000,.278,.368,.091,.000,.000,,.467,,.037,2,,,0,0
Adam Keefe,PF,28,UTA,44,642,.452,9.7,.968,.460,.250,.065,.194,.032,.467,.579,.323,.500,.375,.000,.875,,.073,8,.000,,0,0
Shawn Kemp,PF,29,CLE,42,1475,.482,6.9,.997,.522,.207,.113,.155,.003,.482,.567,.370,.338,.449,.500,.678,.000,.094,52,.000,,0,0
Jonathan Kerner,C,24,ORL,1,5,.000,15.0,1.000,.000,.000,1.000,.000,.000,.000,,,.000,,,,,.000,0,,,0,0
Steve Kerr,PG,33,SAS,44,734,.391,19.4,.540,.017,.086,.115,.322,.460,.457,.667,.333,.400,.500,.313,.535,1.000,.000,0,.225,.389,0,0
Jerome Kersey,SF,36,SAS,45,699,.340,16.4,.930,.090,.080,.135,.625,.070,.349,.278,.188,.148,.424,.214,.877,1.000,.015,3,.071,.000,1,0
Jason Kidd*,PG,25,PHO,50,2060,.444,13.5,.824,.301,.112,.166,.245,.176,.461,.624,.372,.345,.380,.366,.377,.867,.009,6,.171,.333,0,0
Chris King,SF,29,UTA,8,42,.286,13.5,1.000,.286,.143,.143,.429,.000,.286,.000,.000,1.000,.333,,1.000,,.000,0,,,0,0
Gerard King,SF,26,SAS,19,63,.429,8.7,1.000,.286,.286,.357,.071,.000,.429,1.000,.000,.400,.000,,.333,,.071,1,,,0,0
Kerry Kittles,SG,24,NJN,46,1570,.370,15.1,.742,.254,.101,.140,.246,.258,.389,.564,.242,.279,.331,.316,.520,.920,.067,37,.070,.273,2,0
Joe Kleine,C,37,PHO,31,374,.405,13.2,.973,.095,.216,.378,.284,.027,.417,.286,.313,.393,.571,.000,.900,,.000,0,.000,,0,0
Brevin Knight,PG,23,CLE,39,1186,.425,11.1,.984,.311,.140,.241,.292,.016,.432,.480,.318,.421,.446,.000,.455,,.003,1,.000,,0,0
Negele Knight,PG,31,TOR,6,56,.375,18.9,.875,.125,.000,.000,.750,.125,.429,.000,,,.500,.000,1.000,,.000,0,.000,,0,0
Travis Knight,C,24,LAL,37,525,.515,12.2,.992,.308,.123,.146,.415,.008,.519,.725,.563,.368,.407,.000,.866,,.077,9,.000,,0,0
Toni Kukoč*,SF,30,CHI,44,1654,.420,13.9,.817,.229,.147,.172,.269,.183,.450,.640,.427,.287,.406,.285,.529,.923,.023,17,.146,.450,0,0
Christian Laettner,PF,29,DET,16,337,.358,11.7,.972,.283,.217,.208,.264,.028,.359,.533,.304,.318,.250,.333,.622,1.000,.028,2,.000,,0,0
Raef LaFrentz,C,22,DEN,12,387,.457,12.6,.760,.364,.140,.132,.124,.240,.480,.596,.444,.235,.438,.387,.532,.833,.070,9,.161,.400,0,0
Andrew Lang,C,32,CHI,21,386,.323,10.4,1.000,.263,.343,.242,.152,.000,.323,.423,.265,.167,.533,,.750,,.061,4,,,0,0
Antonio Lang,PF,26,CLE,10,65,.667,3.2,1.000,.833,.167,.000,.000,.000,.667,.800,.000,,,,1.000,,.333,2,,,0,0
Rusty LaRue,PG,25,CHI,43,732,.359,19.5,.590,.101,.037,.078,.373,.410,.375,.545,.125,.235,.383,.337,.688,.933,.000,0,.101,.333,1,0
Tim Legler,SG,32,WAS,30,377,.443,16.0,.696,.183,.061,.139,.313,.304,.463,.476,.857,.375,.417,.400,.595,1.000,.000,0,.200,.286,0,0
Voshon Lenard,SG,25,MIA,12,190,.392,20.0,.557,.089,.000,.127,.342,.443,.432,.286,,.200,.556,.343,.737,.917,.000,0,.286,.300,0,0
Rashard Lewis,SF,19,SEA,20,145,.365,9.0,.885,.327,.365,.077,.115,.115,.391,.706,.316,.000,.000,.167,.556,1.000,.154,8,.333,.000,0,0
Randy Livingston,PG,23,PHO,1,22,.625,14.2,1.000,.125,.250,.125,.500,.000,.625,.000,1.000,1.000,.500,,.400,,.000,0,,,0,0
Grant Long,PF,32,ATL,50,1380,.421,11.1,.950,.273,.203,.214,.259,.050,.434,.602,.397,.260,.430,.167,.581,1.000,.039,13,.222,.250,0,0
Luc Longley,C,30,PHO,39,933,.483,10.0,1.000,.276,.241,.307,.176,.000,.483,.625,.343,.438,.529,,.743,,.038,11,,,0,0
Felipe López,SG,24,VAN,47,1218,.446,9.6,.884,.459,.190,.061,.174,.116,.469,.626,.278,.217,.348,.273,.580,.833,.066,25,.477,.333,0,0
Tyronn Lue,PG,21,LAL,15,188,.431,14.8,.754,.385,.077,.046,.246,.246,.429,.560,.200,.000,.375,.438,.143,.714,.015,0,.125,.500,1,0
George Lynch,SF,28,PHI,43,1315,.421,10.7,.934,.287,.229,.198,.221,.066,.423,.680,.288,.304,.338,.391,.594,.889,.029,9,.348,.375,0,0
Sam Mack,SF,28,TOT,44,1083,.435,18.9,.430,.115,.065,.091,.159,.570,.485,.636,.280,.429,.492,.397,.600,.931,.013,4,.237,.365,0,0
Sam Mack,SF,28,VAN,19,577,.406,18.4,.491,.090,.085,.118,.198,.509,.423,.526,.222,.400,.476,.389,.636,.929,.014,3,.250,.296,0,0
Sam Mack,SF,28,HOU,25,506,.471,19.5,.355,.145,.041,.058,.110,.645,.590,.720,.429,.500,.526,.405,.556,.933,.012,1,.225,.440,0,0
Don MacLean,PF,29,SEA,17,365,.396,13.4,.792,.164,.239,.226,.164,.208,.429,.500,.500,.250,.500,.273,.630,1.000,.006,1,.182,.167,0,0
Mark Macon,SG,29,DET,7,69,.200,15.4,.850,.150,.200,.100,.400,.150,.176,.667,.000,.500,.000,.333,.000,1.000,.000,0,.000,,0,0
Rick Mahorn,PF,40,PHI,16,127,.278,9.9,1.000,.111,.389,.278,.222,.000,.278,.500,.429,.200,.000,,.800,,.000,0,,,0,0
Dan Majerle,SG,33,MIA,48,1624,.396,19.4,.319,.191,.034,.037,.057,.681,.526,.632,.300,.455,.353,.335,.580,.956,.007,1,.227,.304,0,0
Karl Malone*,PF,35,UTA,49,1832,.493,11.2,.999,.343,.112,.194,.350,.001,.494,.656,.393,.355,.444,.000,.802,,.035,26,.000,,0,0
Matt Maloney,PG,27,HOU,15,186,.179,20.1,.464,.107,.036,.036,.286,.536,.308,.333,1.000,.000,.250,.067,.250,1.000,.000,0,.067,.000,0,0
Danny Manning,PF,32,PHO,50,1184,.484,11.2,.977,.238,.256,.215,.267,.023,.493,.663,.465,.410,.437,.111,.694,.000,.003,1,.111,.000,1,0
Stephon Marbury,PG,21,TOT,49,1895,.428,14.4,.777,.315,.108,.088,.266,.223,.455,.558,.274,.372,.434,.335,.288,.439,.011,9,.076,.400,1,0
Stephon Marbury,PG,21,MIN,18,661,.408,13.6,.872,.313,.141,.076,.342,.128,.438,.505,.256,.522,.433,.205,.397,.375,.007,2,.128,.400,1,0
Stephon Marbury,PG,21,NJN,31,1234,.439,14.8,.727,.316,.090,.095,.226,.273,.466,.585,.288,.309,.435,.367,.224,.448,.014,7,.063,.400,0,0
Sean Marks,PF,23,TOR,8,28,.625,10.0,1.000,.375,.125,.250,.250,.000,.625,.667,1.000,.500,.500,,.800,,.125,1,,,0,0
Donyell Marshall,SF,25,GSW,48,1250,.421,12.3,.854,.245,.261,.095,.253,.146,.431,.653,.372,.255,.344,.361,.621,.962,.083,40,.319,.261,1,0
Darrick Martin,PG,27,LAC,37,941,.367,15.6,.619,.356,.115,.022,.126,.381,.413,.535,.188,.000,.343,.292,.155,.613,.000,0,.075,.375,1,0
Jamal Mashburn,SF,26,MIA,24,855,.451,12.1,.899,.310,.178,.138,.273,.101,.453,.587,.358,.341,.420,.433,.579,.846,.017,5,.467,.286,0,0
Tony Massenburg,PF,31,VAN,43,1143,.487,7.1,.995,.366,.389,.155,.085,.005,.490,.620,.464,.317,.364,.000,.661,,.129,48,.000,,0,0
Vernon Maxwell,SG,33,SAC,46,1007,.390,17.7,.451,.223,.088,.043,.097,.549,.442,.564,.297,.278,.366,.346,.440,.875,.005,2,.255,.356,0,0
Lee Mayberry,PG,28,VAN,9,126,.368,17.5,.474,.105,.158,.105,.105,.526,.556,.500,1.000,.000,.500,.200,.000,1.000,.000,0,.100,.000,0,0
Kelly McCarty,SG,23,DEN,2,4,.667,7.6,1.000,.333,.333,.000,.333,.000,.667,1.000,1.000,,.000,,.500,,.000,0,,,0,0
Walter McCarty,PF,24,BOS,32,659,.362,13.2,.718,.232,.164,.181,.141,.282,.402,.537,.276,.406,.320,.260,.569,1.000,.040,5,.420,.190,0,0
George McCloud,SF,31,PHO,48,1245,.438,18.9,.488,.133,.040,.077,.238,.512,.462,.721,.308,.240,.416,.416,.795,.986,.006,2,.241,.425,0,0
Jelani McCoy,C,21,SEA,26,331,.737,4.7,1.000,.566,.355,.026,.053,.000,.737,.860,.593,.500,.500,,.571,,.316,24,,,0,0
Antonio McDyess,C,24,DEN,50,1937,.471,11.2,.990,.298,.161,.244,.287,.010,.474,.646,.423,.363,.419,.111,.778,1.000,.115,94,.000,,0,0
Tracy McGrady*,SF,19,TOR,49,1106,.436,10.3,.909,.400,.265,.106,.138,.091,.457,.591,.333,.293,.434,.229,.488,1.000,.143,53,.286,.400,1,0
Jim McIlvaine,C,26,NJN,22,269,.431,7.9,1.000,.353,.412,.176,.059,.000,.431,.444,.381,.333,1.000,,.636,,.039,2,,,0,0
Jeff McInnis,PG,24,WAS,35,427,.373,15.8,.739,.112,.112,.299,.216,.261,.414,.533,.333,.400,.414,.257,.293,.889,.000,0,.000,,0,0
Derrick McKey,SF,32,IND,13,244,.442,9.0,.981,.327,.269,.192,.192,.019,.451,.529,.357,.200,.700,.000,.696,,.000,0,1.000,.000,0,0
Aaron McKie,SG,26,PHI,50,959,.401,15.8,.869,.110,.101,.173,.485,.131,.432,.769,.208,.171,.496,.194,.618,1.000,.008,2,.194,.333,1,0
Roshown McLeod,SF,23,ATL,34,348,.380,11.7,.939,.172,.301,.209,.258,.061,.399,.536,.367,.176,.524,.100,.639,1.000,.018,3,.000,,0,0
Ron Mercer,SG,22,BOS,41,1551,.431,12.7,.958,.211,.136,.180,.431,.042,.443,.597,.354,.362,.430,.167,.660,.800,.037,24,.500,.200,3,0
Loren Meyer,C,26,DEN,14,70,.250,13.3,.821,.143,.214,.286,.179,.179,.261,.750,.333,.125,.000,.200,.500,1.000,.071,2,.000,,0,0
Marko Milič,SG,21,PHO,11,53,.400,6.4,.950,.550,.250,.100,.050,.050,.421,.545,.400,.000,.000,.000,.375,,.000,0,1.000,.000,0,0
Anthony Miller,PF,27,HOU,29,249,.467,7.8,.983,.650,.217,.100,.017,.017,.475,.538,.385,.167,1.000,.000,.679,,.117,5,.000,,0,0
Brad Miller,C,22,CHH,38,469,.565,6.0,.986,.601,.203,.101,.080,.014,.566,.759,.214,.286,.364,.500,.792,.000,.130,17,.500,.000,0,0
Oliver Miller,C,28,SAC,4,35,.455,6.5,1.000,.455,.364,.091,.091,.000,.455,.200,.500,1.000,1.000,,.400,,.000,0,,,0,0
Reggie Miller*,SG,33,IND,50,1787,.438,18.1,.590,.098,.076,.148,.268,.410,.475,.682,.373,.374,.483,.385,.559,.868,.004,3,.233,.469,3,0
Chris Mills,SF,29,GSW,47,1395,.411,15.5,.746,.155,.141,.130,.320,.254,.456,.629,.359,.373,.448,.278,.682,.875,.000,0,.270,.355,1,0
Terry Mills,PF,31,MIA,1,29,.375,17.2,.500,.000,.375,.125,.000,.500,.250,,.000,1.000,,.500,.000,1.000,.000,0,.500,.000,0,0
Greg Minor,SG,27,BOS,44,765,.417,13.1,.863,.216,.147,.250,.250,.137,.438,.614,.233,.451,.392,.286,.675,1.000,.005,1,.250,.286,0,0
Sam Mitchell,SF,35,MIN,50,1344,.408,15.1,.927,.128,.128,.136,.534,.073,.421,.507,.373,.296,.444,.237,.858,1.000,.000,0,.526,.300,0,0
Cuttino Mobley,PG,23,HOU,49,1456,.425,15.8,.635,.254,.099,.114,.168,.365,.463,.621,.250,.283,.471,.358,.445,.925,.037,15,.088,.154,1,1
Nazr Mohammed,C,21,PHI,26,121,.357,6.9,1.000,.405,.381,.143,.071,.000,.357,.588,.188,.167,.333,,.667,,.048,1,,,0,0
Eric Montross,C,27,DET,46,577,.525,7.8,.988,.338,.363,.238,.050,.013,.532,.778,.379,.421,.500,.000,.643,,.175,13,.000,,1,0
Mikki Moore,C,23,DET,2,6,1.000,12.0,1.000,.000,.000,1.000,.000,.000,1.000,,,1.000,,,1.000,,.000,0,,,0,0
Chris Morris,SF,33,PHO,44,535,.430,12.7,.624,.369,.148,.060,.047,.376,.516,.618,.455,.333,.143,.286,.396,.938,.020,3,.214,.417,0,0
Alonzo Mourning*,C,28,MIA,46,1753,.511,8.6,.997,.330,.300,.226,.140,.003,.513,.703,.463,.399,.360,.000,.645,,.147,90,.000,,0,0
Chris Mullin*,SF,35,IND,50,1179,.477,17.3,.577,.146,.067,.111,.253,.423,.486,.704,.280,.415,.447,.465,.548,.945,.000,0,.344,.500,0,0
Eric Murdock,PG,30,NJN,15,401,.395,13.4,.807,.263,.184,.175,.184,.193,.402,.567,.286,.350,.333,.364,.135,.875,.000,0,.182,.500,1,0
Gheorghe Mureșan,C,27,NJN,1,1,.000,13.0,1.000,.000,.000,1.000,.000,.000,.000,,,.000,,,,,.000,0,,,0,0
Lamond Murray,SF,25,LAC,50,1317,.391,15.1,.822,.221,.100,.149,.351,.178,.404,.609,.259,.244,.384,.330,.495,.853,.054,28,.282,.379,1,0
Tracy Murray,SF,27,WAS,36,653,.350,18.4,.565,.084,.063,.118,.300,.435,.373,.700,.400,.143,.366,.320,.700,.939,.034,8,.320,.364,0,0
Dikembe Mutombo*,C,32,ATL,50,1829,.512,6.0,1.000,.423,.503,.068,.006,.000,.512,.671,.418,.261,.000,,.428,,.166,49,,,0,0
Makhtar N'Diaye,PF,25,VAN,4,27,.250,8.3,1.000,.250,.250,.500,.000,.000,.250,1.000,.000,.000,,,.000,,.000,0,,,0,0
Steve Nash*,PG,24,DAL,40,1269,.363,18.3,.583,.131,.051,.150,.252,.417,.355,.390,.313,.319,.367,.374,.323,.673,.000,0,.130,.235,0,0
Tyrone Nesby,SF,23,LAC,50,1288,.449,13.9,.763,.314,.148,.086,.215,.237,.476,.591,.500,.200,.402,.365,.388,.743,.091,29,.177,.471,0,0
Rasho Nesterović,C,22,MIN,2,30,.250,10.7,1.000,.250,.167,.417,.167,.000,.250,.667,.000,.200,.000,,1.000,,.000,0,,,0,0
Johnny Newman,SF,35,CLE,50,949,.422,13.9,.757,.247,.096,.147,.267,.243,.437,.565,.375,.378,.373,.377,.735,.870,.020,5,.230,.286,0,0
Moochie Norris,PG,25,SEA,12,140,.325,13.9,.625,.175,.275,.125,.050,.375,.280,.571,.182,.200,.000,.400,.429,.833,.000,0,.200,.000,0,0
Dirk Nowitzki*,PF,20,DAL,47,958,.405,14.5,.798,.211,.122,.217,.247,.202,.455,.620,.439,.342,.422,.206,.549,.929,.027,9,.118,.125,0,0
Charles O'Bannon,SG,23,DET,18,165,.429,11.2,.982,.196,.304,.161,.321,.018,.436,.727,.353,.333,.389,.000,.625,,.018,1,.000,,0,0
Jermaine O'Neal,PF,20,POR,36,311,.434,8.3,.988,.398,.337,.145,.108,.012,.439,.545,.321,.417,.444,.000,.583,,.217,16,1.000,.000,0,0
Shaquille O'Neal*,C,26,LAL,49,1705,.576,5.3,.999,.424,.525,.050,.000,.001,.577,.763,.452,.318,,.000,.633,,.157,127,.000,,1,0
